DEPRECATION_ID,DEPRECATION_DATE,CHANGE_ID,OBJECT_TABLE_NAME,OBJECT_CODE,REPLACED_BY,DEPRECATION_REASON
311,2002-06-22 00:00,2002.36,Coordinate Reference System,2199,2462,Changed CRS name - added hyphen to Gauss-Kruger.
312,2002-06-22 00:00,2002.36,Coordinate Reference System,2166,2397,Changed CRS name - added hyphen to Gauss-Kruger.
313,2002-06-22 00:00,2002.36,Coordinate Reference System,2167,2398,Changed CRS name - added hyphen to Gauss-Kruger.
314,2002-06-22 00:00,2002.36,Coordinate Reference System,2168,2399,Changed CRS name - added hyphen to Gauss-Kruger.
315,2002-06-22 00:00,2002.36,Coordinate Reference System,2091,2395,Changed CRS name - added hyphen to Gauss-Kruger.
316,2002-06-22 00:00,2002.36,Coordinate Reference System,2092,2396,Changed CRS name - added hyphen to Gauss-Kruger.
317,2002-06-22 00:00,2002.36,Coordinate Reference System,20092,2491,Change of CRS name to indicate longitude of origin.
318,2002-06-22 00:00,2002.36,Coordinate Reference System,20091,2490,Change of CRS name to indicate longitude of origin.
319,2002-06-22 00:00,2002.36,Coordinate Reference System,20090,2489,Change of CRS name to indicate longitude of origin.
320,2002-06-22 00:00,2002.36,Coordinate Reference System,20089,2488,Change of CRS name to indicate longitude of origin.
321,2002-06-22 00:00,2002.36,Coordinate Reference System,20088,2487,Change of CRS name to indicate longitude of origin.
322,2002-06-22 00:00,2002.36,Coordinate Reference System,20087,2486,Change of CRS name to indicate longitude of origin.
323,2002-06-22 00:00,2002.36,Coordinate Reference System,20086,2485,Change of CRS name to indicate longitude of origin.
324,2002-06-22 00:00,2002.36,Coordinate Reference System,20085,2484,Change of CRS name to indicate longitude of origin.
325,2002-06-22 00:00,2002.36,Coordinate Reference System,20084,2483,Change of CRS name to indicate longitude of origin.
326,2002-06-22 00:00,2002.36,Coordinate Reference System,20083,2482,Change of CRS name to indicate longitude of origin.
327,2002-06-22 00:00,2002.36,Coordinate Reference System,20082,2481,Change of CRS name to indicate longitude of origin.
328,2002-06-22 00:00,2002.36,Coordinate Reference System,20081,2480,Change of CRS name to indicate longitude of origin.
329,2002-06-22 00:00,2002.36,Coordinate Reference System,20080,2479,Change of CRS name to indicate longitude of origin.
330,2002-06-22 00:00,2002.36,Coordinate Reference System,20079,2478,Change of CRS name to indicate longitude of origin.
331,2002-06-22 00:00,2002.36,Coordinate Reference System,20078,2477,Change of CRS name to indicate longitude of origin.
332,2002-06-22 00:00,2002.36,Coordinate Reference System,20077,2476,Change of CRS name to indicate longitude of origin.
333,2002-06-22 00:00,2002.36,Coordinate Reference System,20076,2475,Change of CRS name to indicate longitude of origin.
334,2002-06-22 00:00,2002.36,Coordinate Reference System,20075,2474,Change of CRS name to indicate longitude of origin.
335,2002-06-22 00:00,2002.36,Coordinate Reference System,20074,2473,Change of CRS name to indicate longitude of origin.
336,2002-06-22 00:00,2002.36,Coordinate Reference System,20073,2472,Change of CRS name to indicate longitude of origin.
337,2002-06-22 00:00,2002.36,Coordinate Reference System,20072,2471,Change of CRS name to indicate longitude of origin.
338,2002-06-22 00:00,2002.36,Coordinate Reference System,20071,2470,Change of CRS name to indicate longitude of origin.
339,2002-06-22 00:00,2002.36,Coordinate Reference System,20070,2469,Change of CRS name to indicate longitude of origin.
340,2002-06-22 00:00,2002.36,Coordinate Reference System,20069,2468,Change of CRS name to indicate longitude of origin.
341,2002-06-22 00:00,2002.36,Coordinate Reference System,20068,2467,Change of CRS name to indicate longitude of origin.
342,2002-06-22 00:00,2002.36,Coordinate Reference System,20067,2466,Change of CRS name to indicate longitude of origin.
343,2002-06-22 00:00,2002.36,Coordinate Reference System,20066,2465,Change of CRS name to indicate longitude of origin.
344,2002-06-22 00:00,2002.36,Coordinate Reference System,20065,2464,Change of CRS name to indicate longitude of origin.
345,2002-06-22 00:00,2002.36,Coordinate Reference System,20064,2463,Change of CRS name to indicate longitude of origin.
346,2002-06-22 00:00,2002.36,Coordinate Reference System,28462,2492,Change of CRS name to indicate longitude of origin.
347,2002-06-22 00:00,2002.36,Coordinate Reference System,28463,2493,Change of CRS name to indicate longitude of origin.
348,2002-06-22 00:00,2002.36,Coordinate Reference System,28464,2494,Change of CRS name to indicate longitude of origin.
349,2002-06-22 00:00,2002.36,Coordinate Reference System,28465,2495,Change of CRS name to indicate longitude of origin.
350,2002-06-22 00:00,2002.36,Coordinate Reference System,28466,2496,Change of CRS name to indicate longitude of origin.
351,2002-06-22 00:00,2002.36,Coordinate Reference System,28467,2497,Change of CRS name to indicate longitude of origin.
352,2002-06-22 00:00,2002.36,Coordinate Reference System,28468,2498,Change of CRS name to indicate longitude of origin.
353,2002-06-22 00:00,2002.36,Coordinate Reference System,28469,2499,Change of CRS name to indicate longitude of origin.
354,2002-06-22 00:00,2002.36,Coordinate Reference System,28470,2500,Change of CRS name to indicate longitude of origin.
355,2002-06-22 00:00,2002.36,Coordinate Reference System,28471,2501,Change of CRS name to indicate longitude of origin.
356,2002-06-22 00:00,2002.36,Coordinate Reference System,28472,2502,Change of CRS name to indicate longitude of origin.
357,2002-06-22 00:00,2002.36,Coordinate Reference System,28473,2503,Change of CRS name to indicate longitude of origin.
358,2002-06-22 00:00,2002.36,Coordinate Reference System,28474,2504,Change of CRS name to indicate longitude of origin.
359,2002-06-22 00:00,2002.36,Coordinate Reference System,28475,2505,Change of CRS name to indicate longitude of origin.
360,2002-06-22 00:00,2002.36,Coordinate Reference System,28476,2506,Change of CRS name to indicate longitude of origin.
361,2002-06-22 00:00,2002.36,Coordinate Reference System,28477,2507,Change of CRS name to indicate longitude of origin.
362,2002-06-22 00:00,2002.36,Coordinate Reference System,28478,2508,Change of CRS name to indicate longitude of origin.
363,2002-06-22 00:00,2002.36,Coordinate Reference System,28479,2509,Change of CRS name to indicate longitude of origin.
364,2002-06-22 00:00,2002.36,Coordinate Reference System,28480,2510,Change of CRS name to indicate longitude of origin.
365,2002-06-22 00:00,2002.36,Coordinate Reference System,28481,2511,Change of CRS name to indicate longitude of origin.
366,2002-06-22 00:00,2002.36,Coordinate Reference System,28482,2512,Change of CRS name to indicate longitude of origin.
367,2002-06-22 00:00,2002.36,Coordinate Reference System,28483,2513,Change of CRS name to indicate longitude of origin.
368,2002-06-22 00:00,2002.36,Coordinate Reference System,28484,2514,Change of CRS name to indicate longitude of origin.
369,2002-06-22 00:00,2002.36,Coordinate Reference System,28485,2515,Change of CRS name to indicate longitude of origin.
370,2002-06-22 00:00,2002.36,Coordinate Reference System,28486,2516,Change of CRS name to indicate longitude of origin.
371,2002-06-22 00:00,2002.36,Coordinate Reference System,28487,2517,Change of CRS name to indicate longitude of origin.
372,2002-06-22 00:00,2002.36,Coordinate Reference System,28488,2518,Change of CRS name to indicate longitude of origin.
373,2002-06-22 00:00,2002.36,Coordinate Reference System,28489,2519,Change of CRS name to indicate longitude of origin.
374,2002-06-22 00:00,2002.36,Coordinate Reference System,28490,2520,Change of CRS name to indicate longitude of origin.
375,2002-06-22 00:00,2002.36,Coordinate Reference System,28491,2521,Change of CRS name to indicate longitude of origin.
376,2002-06-22 00:00,2002.36,Coordinate Reference System,28492,2522,Change of CRS name to indicate longitude of origin.
377,2002-06-22 00:00,2002.32,Coordinate_Operation,1316,1796,Change of source CRS name.
378,2002-06-22 00:00,2002.4,Coordinate_Operation,1335,1827,Incorrect unit for latitude offset.
379,2002-06-22 00:00,2002.37,Coordinate_Operation,1273,1829,Published with incorrect sign of transformation parameter values for direction of transformation.
380,2002-06-22 00:00,2002.37,Coordinate_Operation,1677,1830,Error in in sign of dX relative to source transformation 1273. Tfm 1273 from which this tfm taken was published with incorrect sign of transformation parameter values (other than dX) for direction of transformation.
381,2002-06-22 00:00,2002.151,Datum,6294,6613,Change of spelling of name.
382,2002-06-22 00:00,2002.151,Coordinate Reference System,4294,4613,Change of spelling of name.
383,2002-06-22 00:00,2002.151,Coordinate_Operation,1286,1834,Change of spelling of name of source CRS.
384,2002-06-22 00:00,2002.151,Datum,6125,6613,Not a self-standing datum but an extension of the Segara datum.
385,2002-06-22 00:00,2002.151,Coordinate Reference System,4125,4613,Samboja is not a separate geogCRS but an extension of the Segara CRS.
386,2002-06-22 00:00,2002.151,Coordinate_Operation,1282,1838,Change of name of source CRS
387,2002-06-22 00:00,2002.151,Coordinate Reference System,2550,2933,Change name of base geogCRS.
388,2002-07-13 00:00,2002.25,Datum,6185,6615,Information from Portugal suggests EuroGeographics information is incomplete.
389,2002-07-13 00:00,2002.25,Datum,6185,6616,Information from Portugal suggests EuroGeographics information is incomplete.
390,2002-07-13 00:00,2002.25,Coordinate Reference System,4185,4615,Information from Portugal suggests EuroGeographics information is incomplete.
391,2002-07-13 00:00,2002.25,Coordinate Reference System,4185,4616,Information from Portugal suggests EuroGeographics information is incomplete.
392,2002-07-13 00:00,2002.25,Coordinate Reference System,2191,2942,Information from Portugal suggests EuroGeographics information is incomplete.
393,2002-07-13 00:00,2002.25,Coordinate Reference System,2191,2943,Information from Portugal suggests EuroGeographics information is incomplete.
